train_checkpoint,eval_checkpoint,phase,domain,source_layer,target_layer,delta,capacity,n_tokens,routing_top_k,selection_coverage,complete_token_coverage,candidate_amplification,useful_amplification,mean_candidate_replacement_fraction,mean_candidate_jaccard
instruct,base,prefill,math,6,12,6,32,516,8,0.8943798449612403,0.5426356589147286,4.0,4.47237269772481,0.21413834951456312,0.662954154432581
instruct,base,prefill,math,6,13,7,8,516,8,0.42877906976744184,0.0,1.0,2.3322033898305086,0.4601941747572815,0.4116358291115567
instruct,base,prefill,math,6,13,7,16,516,8,0.6196705426356589,0.06201550387596899,2.0,3.227521501172791,0.3168689320388349,0.5430081551897048
instruct,base,prefill,math,6,13,7,32,516,8,0.8631298449612403,0.42829457364341084,4.0,4.634296940780241,0.20315533980582523,0.6745041563964385
instruct,base,prefill,math,6,14,8,8,516,8,0.42417635658914726,0.0,1.0,2.3575099942889777,0.545388349514563,0.3421007040424505
instruct,base,prefill,math,6,14,8,16,516,8,0.658672480620155,0.1124031007751938,2.0,3.0364104450165503,0.40109223300970875,0.4613055933637968
instruct,base,prefill,math,6,14,8,32,516,8,0.8958333333333334,0.5562015503875969,4.0,4.465116279069767,0.216626213592233,0.6603370192283134
instruct,base,prefill,math,6,15,9,8,516,8,0.4011627906976744,0.0,1.0,2.4927536231884058,0.4342233009708738,0.4302475518009493
instruct,base,prefill,math,6,15,9,16,516,8,0.6048934108527132,0.06395348837209303,2.0,3.306367641169403,0.36225728155339804,0.4944755214287506
instruct,base,prefill,math,6,15,9,32,516,8,0.8604651162790697,0.34689922480620156,4.0,4.648648648648648,0.22384708737864079,0.6488815775331829
instruct,base,prefill,math,7,8,1,8,516,8,0.6184593023255814,0.001937984496124031,1.0,1.6169212690951822,0.5604368932038835,0.32753477374836454
instruct,base,prefill,math,7,8,1,16,516,8,0.8272771317829457,0.313953488372093,2.0,2.4175695461200584,0.4274271844660194,0.44264580343390153
instruct,base,prefill,math,7,8,1,32,516,8,0.9597868217054264,0.7189922480620154,4.0,4.167592125189298,0.26929611650485435,0.5952256257301155
instruct,base,prefill,math,7,9,2,8,516,8,0.6339631782945736,0.003875968992248062,1.0,1.57737867787543,0.6048543689320388,0.2900801032839851
instruct,base,prefill,math,7,9,2,16,516,8,0.8643410852713178,0.3953488372093023,2.0,2.31390134529148,0.5196601941747573,0.36377167592882576
instruct,base,prefill,math,7,9,2,32,516,8,0.9699612403100775,0.8081395348837209,4.0,4.123876123876124,0.3081310679611651,0.5542333896992291
instruct,base,prefill,math,7,10,3,8,516,8,0.5830910852713178,0.001937984496124031,1.0,1.7149979227253842,0.6487864077669903,0.26353210974570074
instruct,base,prefill,math,7,10,3,16,516,8,0.8236434108527132,0.3236434108527132,2.0,2.428235294117647,0.5154126213592233,0.3656430751279497
instruct,base,prefill,math,7,10,3,32,516,8,0.9607558139534884,0.7713178294573644,4.0,4.16338880484115,0.3018203883495146,0.5679521396298786
instruct,base,prefill,math,7,11,4,8,516,8,0.5704941860465116,0.007751937984496124,1.0,1.7528662420382166,0.5237864077669903,0.35033652431710566
instruct,base,prefill,math,7,11,4,16,516,8,0.7846414728682171,0.24806201550387597,2.0,2.548934856437172,0.41007281553398056,0.4537417785000817
instruct,base,prefill,math,7,11,4,32,516,8,0.9469476744186046,0.6996124031007752,4.0,4.22409823484267,0.27348300970873785,0.594313316062396
instruct,base,prefill,math,7,12,5,8,516,8,0.5259205426356589,0.001937984496124031,1.0,1.9014279134039613,0.5628640776699029,0.31817041642284205
instruct,base,prefill,math,7,12,5,16,516,8,0.7328003875968992,0.18992248062015504,2.0,2.7292561983471075,0.408252427184466,0.4581844616554184
instruct,base,prefill,math,7,12,5,32,516,8,0.9207848837209303,0.6182170542635659,4.0,4.344119968429361,0.2638349514563107,0.6021172488871097
instruct,base,prefill,math,7,13,6,8,516,8,0.4699612403100775,0.005813953488372093,1.0,2.1278350515463917,0.5618932038834952,0.3268503233551763
instruct,base,prefill,math,7,13,6,16,516,8,0.6773255813953488,0.0755813953488372,2.0,2.9527896995708156,0.39174757281553396,0.4681321481842946
instruct,base,prefill,math,7,13,6,32,516,8,0.8965600775193798,0.47674418604651164,4.0,4.461496892731694,0.26104368932038835,0.6019002417112861
instruct,base,prefill,math,7,14,7,8,516,8,0.46705426356589147,0.0,1.0,2.141078838174274,0.6167475728155339,0.28366438308185754
instruct,base,prefill,math,7,14,7,16,516,8,0.7175387596899225,0.15310077519379844,2.0,2.787305874409183,0.47184466019417476,0.3950851187294406
instruct,base,prefill,math,7,14,7,32,516,8,0.9227228682170543,0.6337209302325582,4.0,4.3349960619585195,0.2587378640776699,0.608588456660498
instruct,base,prefill,math,7,15,8,8,516,8,0.4278100775193798,0.001937984496124031,1.0,2.3374858437146093,0.512378640776699,0.36151335180461264
instruct,base,prefill,math,7,15,8,16,516,8,0.6516472868217055,0.06976744186046512,2.0,3.0691449814126393,0.4148058252427185,0.44378572402149785
instruct,base,prefill,math,7,15,8,32,516,8,0.8866279069767442,0.42829457364341084,4.0,4.511475409836065,0.2614077669902913,0.6033571224113782
instruct,base,prefill,math,8,9,1,8,516,8,0.6620639534883721,0.03875968992248062,1.0,1.5104281009879255,0.6385922330097087,0.25996605336411027
instruct,base,prefill,math,8,9,1,16,516,8,0.8951065891472868,0.4437984496124031,2.0,2.2343707713125847,0.5595873786407767,0.32556509837904357
instruct,base,prefill,math,8,9,1,32,516,8,0.9881298449612403,0.9108527131782945,4.0,4.048050992890414,0.3388349514563107,0.52571528545653
instruct,base,prefill,math,8,10,2,8,516,8,0.6182170542635659,0.001937984496124031,1.0,1.6175548589341693,0.6883495145631068,0.23129797925914333
instruct,base,prefill,math,8,10,2,16,516,8,0.8495639534883721,0.34108527131782945,2.0,2.3541488451668093,0.562257281553398,0.32765395159973554
instruct,base,prefill,math,8,10,2,32,516,8,0.970687984496124,0.8178294573643411,4.0,4.120788619915149,0.3242111650485437,0.5411960726986649
instruct,base,prefill,math,8,11,3,8,516,8,0.5976259689922481,0.003875968992248062,1.0,1.67328739359546,0.5720873786407767,0.31544934030370814
