phase,domain,layer_id,window_size,hotset_size,n_windows,mean_jaccard,min_jaccard,mean_static_coverage,mean_lagged_coverage,mean_oracle_coverage,mean_lagged_oracle_ratio
prefill,general,0,256,8,21,0.3731646131646132,0.14285714285714285,0.2457763671875,0.225048828125,0.26806640625,0.8436643493868127
prefill,general,0,512,8,10,0.4498834498834499,0.23076923076923078,0.24479166666666666,0.23055013020833334,0.2527940538194444,0.9144055178647174
prefill,general,1,256,8,21,0.39028971028971027,0.14285714285714285,0.237841796875,0.21923828125,0.259326171875,0.8492227903979126
prefill,general,1,512,8,10,0.5809721143054476,0.23076923076923078,0.23670789930555555,0.22498914930555555,0.24723307291666666,0.9152900493642261
prefill,general,2,256,8,21,0.28255744255744253,0.06666666666666667,0.2372802734375,0.2116943359375,0.28857421875,0.7358961188551343
prefill,general,2,512,8,10,0.34801494801494803,0.14285714285714285,0.22810872395833334,0.194580078125,0.2626681857638889,0.7504861074148632
prefill,general,3,256,8,21,0.3038161838161838,0.06666666666666667,0.2377197265625,0.2188232421875,0.29482421875,0.7541795310903249
prefill,general,3,512,8,10,0.3183853183853184,0.14285714285714285,0.238037109375,0.21937391493055555,0.2697482638888889,0.8193900351211683
prefill,general,4,256,8,21,0.331002331002331,0.06666666666666667,0.28173828125,0.2506103515625,0.3288818359375,0.7618476319868317
prefill,general,4,512,8,10,0.45123025123025123,0.23076923076923078,0.2802463107638889,0.2568901909722222,0.3037651909722222,0.8522442233824203
prefill,general,5,256,8,21,0.28299367299367295,0.0,0.2599609375,0.2262939453125,0.334765625,0.6880992287520333
prefill,general,5,512,8,10,0.2982868982868983,0.14285714285714285,0.2571343315972222,0.2195095486111111,0.297607421875,0.7421553893169418
prefill,general,6,256,8,21,0.30911754911754913,0.14285714285714285,0.2795166015625,0.2462158203125,0.35859375,0.6950557363540933
prefill,general,6,512,8,10,0.3327117327117327,0.06666666666666667,0.27685546875,0.24300130208333334,0.3191460503472222,0.7686355728883985
